x y z r
  7.473193051504108e-01  5.168702110969852e-01  4.323485896232986e-01 0.05
  5.936401865081977e-01  5.973583624131146e-01  5.479954141701766e-01 0.05
  9.602162544942197e-01  2.680779639576124e-01  2.745306932237111e-01 0.05
  5.967698846716588e-01  7.825448244596390e-01  1.880574527485216e-01 0.05
  7.972958668881833e-01  1.845373273067328e-01  5.815094312523701e-01 0.05
  6.884537296433071e-01  1.494512943995240e-02  7.260042466849227e-01 0.05
  9.164229009211737e-01  1.880215181199471e-01  3.970005519418608e-01 0.05
  7.277825938586443e-01  6.884143770733075e-01  5.948446511647795e-03 0.05
  5.197083520625629e-01  8.477160009943832e-02  8.558967881290324e-01 0.05
  8.819188739614089e-01  3.831554548293288e-01  2.836157332736297e-01 0.05
  4.779304293009518e-02  7.859604910588858e-01  6.194108032827119e-01 0.05
  2.494098746509072e-01  9.467187955402678e-01  2.307215540028023e-01 0.05
  6.269176282581942e-01  2.032744260080587e-01  7.571107538614750e-01 0.05
  3.300757795432638e-01  8.005988379500970e-01  5.038489026758064e-01 0.05
  5.738312903751809e-01  4.481630442872460e-01  6.909084695750235e-01 0.05
  6.884014756303525e-01  7.300448574118323e-01  1.017569618791259e-01 0.05
  4.993572539975906e-01  8.657069424611108e-01  7.877766331896136e-02 0.05
  1.410883287823128e-02  6.080556791487111e-01  7.964979169045159e-01 0.05
  3.937692413055764e-01  9.153696997996348e-01  1.445836704202148e-01 0.05
  1.048932406306467e-01  7.229813176201447e-01  6.927186549374312e-01 0.05
  9.208993312176030e-01  3.573136577628690e-01  1.584693998083039e-01 0.05
  5.855753496342292e-01  7.678748115732403e-01  2.614917386032931e-01 0.05
  7.873741931703209e-01  6.100421238885725e-01  9.048620255279909e-02 0.05
  7.705790785753319e-01  2.988389278823489e-01  5.639823848050644e-01 0.05
  1.057746440660447e-01  6.542196009488948e-01  7.492333466618198e-01 0.05
  5.714705267301814e-01  8.177582250917264e-01  7.195064210261416e-02 0.05
  3.904344765580537e-01  8.810214920152046e-01  2.677701821369197e-01 0.05
  5.429361880455102e-01  1.223997619779627e-01  8.309768068378794e-01 0.05
  6.307927524696784e-01  6.582857798204214e-01  4.124783655696579e-01 0.05
  2.407461384911482e-01  7.692325294522252e-01  5.926468665824015e-01 0.05
  6.998500439451080e-01  2.456417167565914e-01  6.712325792186279e-01 0.05
  5.980967521991566e-01  1.500134797066126e-01  7.882651475835676e-01 0.05
  2.109208718860322e-01  2.719467201140760e-01  9.392616408465271e-01 0.05
  6.884537296433071e-01  1.494512943995240e-02  7.260042466849227e-01 0.05
  2.848952222476019e-01  8.273836120150104e-01  4.854949860734624e-01 0.05
  7.074379566704013e-01  7.074379566704012e-01  0.000000000000000e+00 0.05
  8.388850344424204e-01  4.511598214229486e-01  3.056051878727145e-01 0.05
  1.930786791836694e-01  9.331463339111584e-01  3.048033102992733e-01 0.05
  9.117871942536289e-01  3.269168260793227e-01  2.502036109029275e-01 0.05
  1.909597724760818e-01  3.639117291054033e-01  9.123744996072503e-01 0.05
  4.719409638245839e-01  6.964468759401948e-01  5.413122841183226e-01 0.05
  9.073563285710662e-01  2.093728240818667e-01  3.687400052894499e-01 0.05
  1.337680334190328e-01  9.067045000293995e-01  4.009523583942388e-01 0.05
  9.400522411699881e-01  2.254161634087763e-01  2.583379042291268e-01 0.05
  5.418836266731340e-02  8.433771162047642e-01  5.353098958190677e-01 0.05
  6.232557366111297e-01  3.664279836623394e-02  7.828940067216865e-01 0.05
  3.688088204571294e-02  8.028292881269297e-01  5.961918323950577e-01 0.05
  6.016745425859851e-01  5.521444860685364e-01  5.784286134402307e-01 0.05
  5.712670329190129e-01  6.604257798313474e-01  4.893781639071417e-01 0.05
  7.461321700948494e-01  1.167319477668084e-01  6.560002973732245e-01 0.05
  2.249951340779935e-01  9.425088042721079e-01  2.510425634230496e-01 0.05
  2.413833578692577e-01  8.494221329336887e-01  4.720359583512986e-01 0.05
  7.873741931703209e-01  6.100421238885725e-01  9.048620255279909e-02 0.05
  3.832209858258609e-01  4.522671924440579e-01  8.065308053030825e-01 0.05
  4.717423841850524e-01  1.506435226064314e-01  8.693120579165770e-01 0.05
  3.255793294620259e-01  8.376027914461366e-01  4.392410744639695e-01 0.05
  6.373489320601871e-01  9.821402188849167e-03  7.707421227182818e-01 0.05
  3.096516960978210e-01  9.344258729307243e-01  1.804898580796652e-01 0.05
  1.614969247589386e-03  7.341586445804648e-01  6.795163422203918e-01 0.05
  1.454409002332665e-01  5.845264529192893e-01  7.983701204572289e-01 0.05
  2.287412234083633e-01  2.541624313663445e-01  9.412331267214015e-01 0.05
  5.227765154935904e-01  7.083022393900389e-02  8.502145562756979e-01 0.05
  3.498729522681942e-01  8.921012977306861e-01  2.902084489600656e-01 0.05
  9.422852206470638e-01  2.556777804414933e-01  2.174742017555515e-01 0.05
  4.878351470494801e-01  5.048068942744263e-01  7.125928766068452e-01 0.05
  7.188522640336187e-01  4.202963209350050e-01  5.555215916759551e-01 0.05
  4.779193222033828e-01  3.024339778215079e-01  8.260733711045203e-01 0.05
  6.113169945780311e-01  7.858591250476059e-01  1.056965106548590e-01 0.05
  6.006391734742125e-01  5.053325527652586e-01  6.200841257133203e-01 0.05
  6.723609759390329e-01  7.406986659945028e-01  1.754076256869024e-03 0.05
  6.125610566955064e-02  8.599259817279564e-01  5.082655154271316e-01 0.05
  6.823070912856483e-01  4.028635261731203e-01  6.112014588289133e-01 0.05
  5.529088578782226e-01  3.874446500046121e-01  7.383481243817122e-01 0.05
  7.245537178154248e-01  6.895687589528464e-01  9.486725295863571e-03 0.05
  1.768402251795873e-01  8.327129198499501e-01  5.268495213426418e-01 0.05
  2.012705665147561e-01  5.974904683643596e-01  7.768979907599609e-01 0.05
  6.677595419645954e-01  6.980428293026993e-01  2.593350684636547e-01 0.05
  8.055728470188461e-01  1.458298183633071e-01  5.747110415307131e-01 0.05
  2.761704827111254e-01  5.048002077705742e-01  8.183356677902255e-01 0.05
  5.166871925621196e-01  7.960945186899971e-01  3.170055019222213e-01 0.05
  9.391797249407161e-01  2.149339135560772e-01  2.702453107211181e-01 0.05
  2.440322288632116e-01  2.322491722340030e-01  9.418228090554872e-01 0.05
  1.416666197039234e-01  4.480981981363318e-01  8.831395037852926e-01 0.05
  5.986549756557120e-01  6.649351894390472e-01  4.476505042824097e-01 0.05
  6.978701536385452e-01  5.289126715404901e-03  7.167054470159295e-01 0.05
  4.235475932683234e-01  8.911247382224146e-01  1.652312815494834e-01 0.05
  5.768001437747799e-01  7.566201993157587e-01  3.161618784987996e-01 0.05
  1.362811213614271e-03  6.961313999056622e-01  7.188269468429259e-01 0.05
  6.207799890245816e-01  7.799306033738120e-01  8.395092766765595e-02 0.05
  2.875903872255800e-01  8.639145488593246e-01  4.153530217687293e-01 0.05
  3.263716979118438e-01  9.040927214769894e-01  2.784244219075305e-01 0.05
  2.425616990201261e-01  9.419039394917513e-01  2.354723899065801e-01 0.05
  8.202169153947528e-01  4.249233582869612e-01  3.849711445794299e-01 0.05
  7.013455518459171e-01  8.963889056624770e-02  7.075342918428909e-01 0.05
  3.959335989600964e-01  8.554721129146129e-01  3.351018515313973e-01 0.05
  3.951165597354447e-01  4.761084054344455e-01  7.875138639459923e-01 0.05
  1.140329483709529e-01  8.620862213770297e-01  4.998835747222702e-01 0.05
  8.628580869102818e-01  3.562362810800098e-01  3.613844742504936e-01 0.05
  2.775763087142487e-01  1.981830173765898e-01  9.406820122146848e-01 0.05
  4.582957666189053e-01  1.531899934615758e-01  8.811977537220463e-01 0.05
  8.345670919073880e-01  5.468365584989868e-01  1.126903049069812e-01 0.05
  4.330757724882992e-17  7.072664098576406e-01  7.072664098576404e-01 0.05
  8.518762167344641e-01  3.893013417370569e-02  5.348387912352939e-01 0.05
  8.010563180541544e-01  6.006397202071211e-01  3.142508498444778e-02 0.05
  5.768001437747799e-01  7.566201993157587e-01  3.161618784987996e-01 0.05
  6.908541969519129e-01  1.228733301818611e-03  7.243249843596914e-01 0.05
  5.944123419672961e-01  4.593732783660364e-01  6.622495682337454e-01 0.05
  2.791772299273171e-01  2.840554490796344e-01  9.185234369210346e-01 0.05
  7.675448360905035e-01  2.234652991989186e-01  6.018523474092992e-01 0.05
  8.972775520739159e-01  1.185574270209904e-01  4.267819346064826e-01 0.05
  3.479880915759200e-01  3.787496735190907e-01  8.626707131634529e-01 0.05
  2.254510561102370e-01  4.409916868487504e-01  8.697896961738449e-01 0.05
  6.965389921746881e-01  7.185803068147595e-01  2.083733349840443e-04 0.05
  4.279838160510330e-01  7.002071263739896e-01  5.733730239244718e-01 0.05
  5.480251953183041e-01  8.350082432410616e-01  6.257208734050071e-02 0.05
  1.876838134844828e-01  6.588519568084265e-01  7.318547893415913e-01 0.05
  4.173120000242951e-02  6.483536859460312e-01  7.632485711105155e-01 0.05
  2.518755654612967e-01  9.437427371199415e-01  2.325137329111963e-01 0.05
  9.012502542042325e-02  4.937355702161789e-01  8.679413183067071e-01 0.05
  9.282676628302863e-01  3.277103305030693e-01  1.813383193601688e-01 0.05
