x y z r
  5.425671025000043e-01  1.665002474498976e-01  8.265121332079223e-01 0.05
  5.190795508730651e-01  7.372154368211851e-01  4.379168500846187e-01 0.05
  6.137488651174434e-01  1.516378622039796e-02  7.911041956045917e-01 0.05
  4.582957666189053e-01  1.531899934615758e-01  8.811977537220463e-01 0.05
  9.428848763672365e-01  2.086546008839322e-01  2.644399216369120e-01 0.05
  2.564913172015670e-01  9.445311236131343e-01  2.268478865763817e-01 0.05
  2.213988070367506e-01  9.405145663767687e-01  2.692313032410083e-01 0.05
  8.417411655977652e-01  5.220161322867971e-01  1.479546611916774e-01 0.05
  3.986003169140144e-01  9.150705939839319e-01  1.867160888247452e-01 0.05
  4.551937469931111e-01  5.257599656194030e-01  7.235356331104847e-01 0.05
  9.406671867387273e-01  1.966460267076497e-01  2.812162075520254e-01 0.05
  3.316981581937375e-01  8.680296557367660e-01  3.752917457421867e-01 0.05
  1.133115131387251e-01  9.145543767050164e-01  4.024936770978323e-01 0.05
  6.262168730121938e-01  4.429196698687381e-01  6.510649813958727e-01 0.05
  2.211759914734081e-01  2.655613798098262e-01  9.412092980275785e-01 0.05
  7.090615962232512e-01  6.418856794859492e-01  2.980321422060421e-01 0.05
  6.079615478235258e-02  8.620204111596755e-01  5.078512161747136e-01 0.05
  1.621794913784885e-01  7.827853741522443e-01  6.028168026466145e-01 0.05
  1.365437744526220e-02  7.645853293619558e-01  6.468222254086941e-01 0.05
  9.312429944481087e-01  3.302556398697537e-01  1.588863466793902e-01 0.05
  8.288221424507871e-01  6.185921425740211e-02  5.600095407831611e-01 0.05
  7.427309930685986e-01  6.723395217664437e-01  3.720176826183863e-03 0.05
  8.674006334991188e-01  4.893542480176332e-01  1.112862961727872e-01 0.05
  4.145869838426990e-01  3.743370340814155e-01  8.360413269867361e-01 0.05
  3.080212855132382e-01  9.042755230418261e-01  3.391378180276393e-01 0.05
  6.556371199293461e-01  7.579327248542500e-01  1.097205516408422e-02 0.05
  4.779556217040772e-01  7.551284356210393e-01  4.580105141973049e-01 0.05
  8.417411655977652e-01  5.220161322867971e-01  1.479546611916774e-01 0.05
  8.139607654149507e-02  5.867155852234962e-01  8.090519013472144e-01 0.05
  4.945119673531031e-01  7.736831755005882e-01  4.081507702347656e-01 0.05
  1.323871626795499e-03  6.836083897607546e-01  7.307350767221273e-01 0.05
  7.795992892090617e-01  2.179639451176930e-02  6.274614264140341e-01 0.05
  5.425671025000043e-01  1.665002474498976e-01  8.265121332079223e-01 0.05
  7.381280566028100e-01  6.759706758161533e-01  2.284942374323555e-02 0.05
  2.109388811720062e-01  4.620697870771305e-01  8.678888500434981e-01 0.05
  4.172331985345727e-01  6.269629860562289e-01  6.596191601316369e-01 0.05
  2.555573171611233e-01  9.397052751611178e-01  2.300583060826190e-01 0.05
  4.892624309707048e-01  8.727120067768857e-01  5.830850118050183e-02 0.05
  7.213253855408204e-01  1.453232260033185e-03  6.930788992121255e-01 0.05
  3.299964346029999e-01  8.144964164315974e-01  4.847317979495249e-01 0.05
  5.855837466760886e-01  1.147597212611656e-01  8.096215000849454e-01 0.05
  2.638886678948797e-01  2.199890334237691e-01  9.403640772162687e-01 0.05
  1.406870593775455e-01  7.418205737695250e-01  6.582697860820909e-01 0.05
  9.257401234457071e-01  1.596703421200153e-01  3.439950034920434e-01 0.05
  7.487351514121798e-01  3.433376087747962e-01  5.816470733083962e-01 0.05
  3.212012024132064e-01  5.577410861711489e-01  7.926478795136765e-01 0.05
  8.005795802048838e-01  3.766996311214988e-01  4.726790419665176e-01 0.05
  6.646562513554247e-01  5.145456209125118e-01  5.552875015873366e-01 0.05
  2.157318157322430e-01  7.081873162181701e-01  6.736130236457155e-01 0.05
  9.419001887211690e-01  2.570978794051642e-01  2.189647710043157e-01 0.05
  7.380745926392734e-01  6.660629229903728e-01  1.354675243504471e-01 0.05
  8.955158279609535e-01  4.038013852907089e-01  1.992840961697968e-01 0.05
  6.461424320446465e-01  6.154590207706891e-01  4.557762498697667e-01 0.05
  4.276312796871679e-01  4.625183452893106e-01  7.793800139121762e-01 0.05
  8.518045416074161e-01  4.192746552249050e-01  3.190176465418640e-01 0.05
  9.448366589349066e-01  2.299681126053360e-01  2.570004532166785e-01 0.05
  3.212012024132064e-01  5.577410861711489e-01  7.926478795136765e-01 0.05
  1.149881918864701e-01  7.656478939643928e-01  6.380494903525482e-01 0.05
  2.460051196625010e-01  2.337778169169623e-01  9.428264144889993e-01 0.05
  1.929076164322073e-01  8.954589435744222e-01  4.055592552817739e-01 0.05
  6.318564331644313e-01  2.849134488193194e-01  7.244435099463375e-01 0.05
  2.848249559759701e-01  9.254806308658261e-01  2.600790647082477e-01 0.05
  3.727533475340564e-01  1.494570331023022e-01  9.223301950947369e-01 0.05
  4.164752001094781e-02  7.137093805454929e-01  7.029545555377072e-01 0.05
  7.878534147760002e-01  2.317266289745432e-01  5.809099919315874e-01 0.05
  6.461380915855619e-01  1.666484176087575e-02  7.673580837459377e-01 0.05
  6.556371199293461e-01  7.579327248542500e-01  1.097205516408422e-02 0.05
  3.573409436045037e-01  3.124644687204405e-01  8.827957070788242e-01 0.05
  7.236075386280505e-01  6.893856165721295e-01  1.459233188342104e-01 0.05
  5.652292305910331e-01  5.901080584903710e-02  8.258601127754622e-01 0.05
  5.840921030480443e-01  7.377411009736653e-01  3.590938709311851e-01 0.05
  6.979506610179459e-01  7.149374365776462e-01  7.512556155274676e-02 0.05
  6.901490854104426e-01  4.822689235500658e-01  5.489111860858954e-01 0.05
  6.885929543208213e-01  9.532414912672904e-02  7.225967655430182e-01 0.05
  6.878337168269713e-02  8.511791791686184e-01  5.233637798778706e-01 0.05
  3.727533475340564e-01  1.494570331023022e-01  9.223301950947369e-01 0.05
  9.102916321996470e-01  2.411252530896801e-01  3.743317882860528e-01 0.05
  9.355368281796179e-01  2.520619618711681e-01  3.133626410696813e-01 0.05
  8.341266413461387e-01  3.682304784921728e-01  4.252067532002856e-01 0.05
  1.996410725069305e-01  2.782994653461409e-01  9.468061463650490e-01 0.05
